pso_base,rosenbrock,50,7,0.0000330859
pso_limitado,rosenbrock,50,7,0.0004458853
pso_inercia,rosenbrock,50,7,0.0000000000
pso_base,rosenbrock,50,8,0.0108515524
pso_limitado,rosenbrock,50,8,0.0004715439
pso_inercia,rosenbrock,50,8,0.0000000000
pso_base,rosenbrock,50,9,0.0062907752
pso_limitado,rosenbrock,50,9,0.0001087012
pso_inercia,rosenbrock,50,9,0.0000000000
pso_base,rosenbrock,50,10,0.0028177401
pso_limitado,rosenbrock,50,10,0.0000237847
pso_inercia,rosenbrock,50,10,0.0000000000
